count,sentence
5,"Since, no major damages to the cargo were noted during survey, the consignees advised us that they would discuss the matter with the shipper and requested us to wait for some time."
5,SALVAGE VALUE / DESTRUCTION COSTS. RESERVE
5,Correspondence with ONE LINE Notice of Loss (email)
5,Discharged Port EIR for Container No. [CONTAINER NO.].
5,Sub: Issuance of Temporary Docks Permit
5,"Dear Sir, kindly issue Temporary dock Entry permit for a period of & [N] Days starting from"
5,To for the person who’s’ details are given below:-
5,Place of Work : Indira Dock & BPX.
5,Cargo inside warehouse found partially covered with tarpaulin sheet.
5,Water was found collected on the tarpaulin sheet on the cargo and in contact with warehouse floor.
5,Based on the presented documents and received information the following course of events was established.
5,The inspection was carried out jointly with the following representatives:
5,Photographs taken during Lashing & Securing on board:
5,"This Certificate of Survey is issued, without prejudice, and subject to the terms and conditions of the relative Policy of Insurance."
5,"As per final stowage plan, cargo was stowed as under:"
5,"During opening of the cargo holds, it was observed that the top tier was covered with thick kraft paper sheets and the entire cargo was lashed using nylon ropes at different levels of the stack."
5,The following lifting gears were used during discharge of cargo from vessel holds:
5,"Upon completion of the inspection by all parties, the ships and shore equipment found to be in apparent good order. Discharging of cargo was carried out as per customary practice and same was found to be satisfactory."
5,The hatch opening & gear preparation on [DATE] @ [N]:[N] hours.
5,Surveyors were posted at the Jetty and on board the vessel to carry out inspection and record tally of the Wood Pulp in units/bales. The date wise unloading summary details are as follow:
5,[N]. Ganpati Warehouse - Approx. Storage capacity: [N] MT
5,"During inspection of the above warehouses, we noted the following:"
5,Distance between the quay line and the storage warehouses was approx. [N] kms.
5,"Upon arrival of the trailers at the warehouse, the bales were lifted using counter balance forklift (AF [N] D type) with side shift and clamp. The bales were safely offloaded and stacked into the warehouse in [N] tiers height. As a precautionary measure, the formed stacks were covered with tarpaulins."
5,"The handling during discharging, transporting to warehouse and unloading at the warehouse were found to be adequate and as per customary practice."
5,The outer packing damages do not reflect any bad handling. The packing damages are caused by multiple handling during normal course of loading/unloading operation. This appears to be unavoidable and operational damages.
5,Cargo Gear Register and other documents were in order. Cranes were certified for [N] MT S.W.L.
5,The cargo discharged from the vessel would be placed onto tarpaulin sheets to avoid direct contact with the warehouse floors dust. Approx [N] feet void would be maintained between the cargo stacks and the warehouses walls.
5,Rainfall Period – [N]:[N] hours to [N] hours on [DATE].
5,The pulp temperature of the Grapes was checked by means of a digital probe thermometer inside the cold room within the boxes whereby the temperature was recorded in the range of [N]°C to [N]°C. (Photo Nos. [N] & [N])
5,Upon cutting the sound Grapes the pulp was found hard and partially white and the soft Grapes pulp was found soft / juicy and partially brownish/blackish in colour (Photo Nos. [N] to [N]).
5,** Not applicable pallets were dismantled prior to our visit.
5,"As per the , the requested temperature for this shipment of fresh Cherries was [N] degrees Celsius. In the course of our investigation,"
5,The container was found reclosed without any seal.
5,"The pulp temperature of the Apple fruits was checked by means of a digital probe thermometer inside the pallets/cases whereby, the following readings were noted."
5,"The pressure of the Apple fruit was checked by means of a penetrometer, whereby the following values were recorded (in LBS)."
5,The following persons were present during joint survey.
5,The [N] nos. wire lashings are as follows:
5,Our survey was held on [DATE] at the premises of consignees nominated cold storage a Navi Mumbai in our and in the presence of the following persons:
5,"Based on our survey findings, we can conclude that the fresh Cherries were found with the following defects. The category wise details noted are as follows:"
5,The sound market value at the time of arrival of the cargo was as follows:
5,"The pressure of the Apple fruits was checked by means of a fruit penetrometer whereby, the following values were recorded (in LBS)."
5,The average pressure of bruised Apples was noted in the range of [N] LBS to [N] LBS (Photo No. [N] to [N]).
5,The sound market value at the time of arrival of the cargo (landing date on [N] July2021) is still awaited from the consignees.
5,The average pressure of sound Apples were noted in the range of [N] LBS to [N] LBS (Photo No. [N]).
5,"Based on our survey findings, we can conclude that the fresh Apple fruits were found with the following defects: (Photo No.[N] to [N]) respectively."
5,"Based on our survey findings, we can conclude that the fresh Apple fruits were found with the following defects (Photo No. [N] to [N]) :"
5,Cargo to be consider as Class II due to over ripening of plums.
5,Enclosed please find survey photographs of the subject [N] containers.
5,We shall keep you updated of the developments.
5,Container’s LHS entire panel (door end to front end) with lower half section ([N]’ height) found horizontally cut/rusted/ruptured condition.
5,The pulp temperature of Pear fruits was checked and found in the range [N]°C to [N]°C. (Photo No.[N] & [N])
5,"Based on our survey findings, we can conclude that the Pear fruits were found with the following defects (Photo No.[N] to [N]):"
5,Shelf Life: [N] Months from the date of packing.
4,[DATE]: Container Laden Onboard – “MSC FLORIANA” Voy. No. WI240R.
4,[N] to [DATE]: Conbtainers Transshipped at Lome - “MSC CHARLESTON” Voy. No. IV245A.
4,"[DATE]: Containers discharged from vessel at Nhava Sheva Port, India."
4,Outer stretch wrappers of entire [N] pallets as far as it could be seen were found in apparently sound & intact condition.
4,The following marks & numbers noted from the label attached to the pallet:
4,"Upon touching the brown portion of the bales, the texture was observed of rubber / spongy and plain surface. However upon touching the white portion / spots of bales, the texture was found spongy with rough surface."
4,FOR DISPORT = ANTWERPEN - Total [N] Mate’s Receipts
4,WITHOUT PREJUDICE JOINT SURVEY REPORT
4,The following personnels were present during the survey:
4,A copy of the weight slip is attached as Annexure C.
4,"To further investigate the cause of damage, the consignees are advised to submit the following:"
4,"Heavy ingress of water in the cargo was noted, through the damaged portion of the side wall panels and broken shutter of warehouse gate and cargo stacked near the wall side and in front of gate, was found heavy water damage & fungus affected in varying degrees."
4,"Vent cover, roof, wall panels, shutter sand roof covers found in broken condition and rain water said to have ingressed from the broken roof panels. The maximum water affected quantity of cargo was seen near the entire warehouse walls and on the warehouse floor."
4,Load port container stuffing photographs.
4,The following persons were present during the joint survey:
4,"From the rainfall records sourced from the internet, we noted the following:"
4,"As the confirmation, during the course of the case, we received photos of above state (photo no. [N] – [N])."
4,Photographs taken during video survey:
4,"After discharge from the vessel and upon loading the bundles onto the trucks, the cargo was fastened with [N] nos. polyester nylon belts (@[N] MT)."
4,[N] bales’ outer cover found slightly covered with coal dust.
4,"The transportation of the cargo from the jetty to the warehouse, which was located approximately [N] kms from the wharf, was done by trailers. The drivers were advised to travel in a safe slow speed to avoid cargo damages. The cargo units were covered and secured using polyester nylon belts on the individual trailers, before dispatch from the jetty."
4,[N]. Sangrah Warehouse - Approx. Storage Capacity : [N] MT
4,Both warehouses were located close to each other.
4,Both the warehouses had paved flooring which were found in dry condition. No trace of water was noted. Dust particles were observed on the floors.
4,Each pre-sling unit composed out of eight ([N]) bales s and the gaps in between the units were found filled and choked with dunnage bags filled with air. The cargo was found evenly stowed and stacked. The units visually appeared unmoved in the stow. No internal shifting was observed within the cargo holds.
4,The top layer of the cargo was found covered / spread with thick brown kraft paper sheets. The cover of the bales was found cut and/or torn in various sizes and shapes at scattered locations.
4,The vessel was found fitted with four numbers (Make: Mitsubishi) of Electro Hydraulically operated deck cranes. The location of cranes was as follows:
4,The remaining [N] bales were discharged in apparently sound condition.
4,<newly shown damaged pitch bearings>
4,"In view of the above, the probable cause of damage are as follows:"
4,[N]% of cargo was found in soft and rotten condition.
4,Container was discharged from the vessel on [DATE] and cargo was delivered at consignees’ cold storage on [DATE]. Delay in taking delivery - [N] days.
4,No delay in transit was reported / recorded.
4,Grapes may have got damaged (soft / rotten) due to variation of temperature during the entire transit.
4,The consignees are yet to confirm us the sound market value for Grapes at the time of arrival of their cold storage on [DATE].
4,"Shipping documents (Policy, Commercial Invoice, Packing List, Bill of Lading, Bill of Entry, etc)."
4,Reason for delay in taking delivery from CFS ([N] days): Information not furnished by the consignees.
4,"The goods were packed on [DATE], [N] days prior to stuffing into the container. Hence, the cargo remained in a packed condition about to [N] days."
4,"Upon cutting the sound Cherries, the pulp was found hard & dark red in colour."
4,The pulp temperature of apple fruits was checked inside the cold room with the digital thermometer inside the cartons and found in the range [N]°C to [N]°C. (Photo No. [N] & [N])
4,"Upon cutting the bruising apples, the pulp was found slightly soft at the brownish areas of the apple fruits."
4,"Based on our survey findings, we can conclude that the fresh Apple fruits were found with the following defects (Photo No. [N] to [N]):"
4,"As per the , the requested temperature for this shipment of Apple fruits was Minus -[N]."
4,A copy of the spot survey report is attached to this report as Annexure B.
4,Container was found in similar condition as it was during survey at the CFS.
4,"The safety seal was broken and on opening the doors of the containers, the bags were found in similar condition as it was found during our survey at the CFS."
4,"Entire bags from the container was destuffed in our prsence and upon counting we found total [N] bags. During destuffing we found several bags stuffed near container side wall panels, door end and upper tier were in wet / water affected condition."
4,"Upon checking the [N] bags, we found [N] bags in wet / moist condition inside the container at different locations."
4,"[N] bags out of the [N] bags were randomly selected and opened for detailed survey. Upon checking, the inner Cocoa Beans were found in damp / moist / discoloured and fungus affected condition in varying degrees."
4,The remaining [N] bags were found in an apparently sound & dry condition.
4,The roof & floorboard cardboard sheets dunnage were found in wet/damp condition at places in varying degrees.
4,On spot silver nitrate test was conducted on container floorboard and water on cardboard sheet and the salinity result was found “Negative”.
4,Moisture test of the container floorboard was conducted using moisture meter and the moisture was found in the range of [N]% & [N]%.
4,"Light test of the container was carried out by closing the doors, when no penetration / leakage of light was noted."
4,Desiccant bags were found in fully saturated condition.
4,"After completion of survey, the water affected [N] bags were weighed on an electronic platform scale. The weight details noted are as follows:"
4,Scaled gross wt. of [N] sound & dry bags : [N] kg
4,Photographs taken during weighing of sound bags:
4,"Survey held at Jetty No. [N], Indira Dock, Mumbai Port, India on [DATE]:"
4,The package was lifted using [N] nos. ships crane (each ship crane capacity = [N] MT).
4,Survey date at Hazira Port on [DATE]:
4,Total [N] nos. of D-shackles were affixed with the spreader. @[N] MT each.
4,The above package was successfully loaded onto vessel hold no. [N] (lower hold at middle) with foot print area protected with wooden planks underneath the [N] nos. steel cradles.
4,"A total of [N] nos. of metal wire grommet lashing was connected with [N] nos. of turnbuckles, [N] nos. of D-shackles, and [N] nos. of welded D-rings."
4,The package was found placed on [N] nos. metal cradles placed on the metal stools on the barge.
4,Each cradle was fastened with [N] nos. of wire rope lashings connected with [N] nos. of D-Shackles and [N] nos. of turn buckles. The wire ends were affixed with wire clips.
4,Each cradle was found welded together with [N] stoppers. A total of [N] welded stoppers were used.
4,The package was found secured with [N] nos. of chain lashing ([N] nos. of chain lashing in the aft direction and [N] nos. of chain lashing in the forward direction).
4,Ships cranes were connected with [N] no’s soft sling belts @ [N] MT each and length [N] meters each.
4,Package shifting commenced @ [N]:[N] hours on [DATE].
4,Loading of package was completed @ [N] hours on [DATE].
4,Stoppers welding and the lashing works commenced @ [N]:[N] hours on [DATE].
4,Stoppers welding and the lashing works completed @ [N]:[N] hours on [DATE].
4,The remaining [N] nos. of wire lashing at cabin side: [N] nos. of wire rope slings applied on the lifting lugs at cabin port side and [N] nos. of wire rope slings applied on the lifting lugs at cabin starboard side.
4,"Total of [N] nos. of metal wire grommet lashing was connected with [N] nos. of turnbuckles, [N] nos. of D-shackles, and [N] nos. of welded D-rings."
4,All plates found with gear handling marks on outer surface at places.
4,All Plates loaded as per details contained in packing list.
4,Mr. Pravin Zope (Partner) from Parivid Impex International representative of consignee.
4,"Upon cutting the soft Cherries, the pulp was found in a soft/juicy and dark red in colour."
4,"Based on our survey findings, we can conclude that the fresh Apple fruits were found with the following defects:"
4,The pressure of sound Apples was noted in the range of [N] LBS to [N] LBS (Photo No. [N] to [N]).
4,The average pressure of Bruised / shrinkage Apples was noted in the range of [N] LBS to [N] LBS (Photo No. [N]).
4,The container’s door and side wall panels were found in an apparently sound condition except for some normal wear & tear at places. Container’s date of manufacturing [N].
4,"RHS door was found sealed with a safety bottle seal no. OM SAI Impex [N], which was found intact."
4,Container Ventilation found set at [N] CMH.
4,"Upon opening the container in our presence, same to be found stuffed with loose cartons up to the door end."
4,"The pulp temperature of the Apple fruits was checked by means of a digital probe thermometer inside the boxes / cartons whereby, the following readings were noted."
4,"The consignees’ representative - Mr. Mohsin produced before us the subject cargo said to have been destuffed from the above mentioned container no. [CONTAINER NO.], and stored in the Cold Room No. [N] – C, having set temperature of [N] to [N]°C. Display monitor indicated temperature was [N]°C. (Photo No. [N] to [N])."
4,"During our survey we selected at random [N] Cartons of size [N], [N], [N], [N], [N], [N], [N], [N] & [N] for our detailed inspection. Upon opening and on checking, Apples fruits packed inside the cartons were found with mixture of sound / bruised / mechanical injured / shrinkage & rotten condition.(Photo No. [N])."
4,The average pressure of bruised Apples was noted in the range of [N] LBS to [N] LBS (Photo No. [N] & [N]).
4,The pulp temperature of Apples fruits was checked inside the cold room with the digital thermometer inside the cartons inside the cold storage and found in the range of [N]°C to [N]°C (Photo No. [N] to [N]).
4,Average pressure of the sound apples was noted in the range of [N] LBS to [N] LBS (Photo No. [N] to [N]).
4,The pulp temperature of Apple fruits was checked with the digital thermometer inside the cartons and outside the cold storage and found in the range of [N]°C to [N]°C. (Photo No. [N] & [N])
4,The average pressure of sound Kiwis (CAT [N]) were noted in the range of [N] LBS to [N] LBS.
4,The average pressure of soft Kiwis (CAT [N]) were noted in the range of [N] LBS to [N] LBS
4,"Container seal was not open due to non-completion of the customs formalities. Hence, the stuff contents could not be inspect."
4,Container’s wooden flooring was found covered with wooden dust and dirt particles.
4,The temperature of the Oranges fruits was checked with digital thermometer and the same was found under [N] to [N] degree Celsius.
4,The average pressure of the yellowish Pear fruits was noted in the range of [N] LBS to [N] LBS. (Photo No.[N] & [N])
4,Location of the goods at time of Survey:
4,"Based on the available documents listed below, we can report the following:"
4,"The packing was found correct and customary, as stated by the consignees, the stowing of units withing the container was done correctly."
4,"Shipper: Complete with the exact name of the shipper + address, City, Country"
4,"Consignee: Complete with the exact name of the consignee + address, City, Country"
4,Container/s: Complete with the number or numbers of container/s
4,Commodity: Complete with type of goods: for example fresh oranges
4,"Sample quantity for survey: Please inform units – cartons, pallets, boxes, and % of fruit in carton. Include traceability and/or tracking information, e.g. SSCC pallet ID’s."
4,"Description of Shipment: [N]' HC Reefer Cont. No. XXX loaded with XXX pallets containing XXX cartons of (Example: fresh oranges Variety Lane Late Navel and Autumn Gold Late Navel). Sizes: (example: [N], [N], [N], [N]). GW XXX Kg."
4,Invoice value: (Incoterm) Value (example: [AMOUNT])
4,Ocean Carrier: Complete with the name of the carrier
4,Vessel/s: Complete with the name of all carrying vessels during carriage with their voyage numbers
4,Temperature Settings on BL: Complete with the temperature setting stated in the BL and include any other controlled atmosphere instructions
4,Ventilation Settings: Complete with the instructed ventilation settings
4,Security seal: Complete with the number of the seal
4,Origin Port/date: Complete with the exact name of the port of loading + city + country and the real date of departure
4,Arrival Port/date: Complete with the exact name of the port of discharge + city + country and the real date of discharge (you may include the arrival date at the consignee’s premises)
4,ETA: Complete with the date in which cargo should have arrived at final port according to the Booking Confirmation’s ETA
4,"Location of the goods at time of Survey: Complete with the exact address where the goods were located at time of survey: address, City, Country"
4,"(To begin with the narrative section of the report, please include a clear timeline of events until inspection took place)."
4,(Mention when you were contacted to conduct the survey on the goods and the arrangements made for the joint survey. Mentioning the issuance of a Letter of Protest is a must).
4,"(Comment on the events on the date of the inspection: who received you, if the container was on site or not. If cargo was already unloaded from the container or not. Where were the goods located and in which conditions)."
4,THIS ARE JUST INSTRUCTIONS AND THESE PARAGRAPHS MUST BE REMOVED FROM THE REPORT AND REPLACED WITH YOUR COMMENTS
4,Consignment of XXX cartons of (type of goods: example fresh apples and pears) noted packed into carton boxes palletized and stowed well below cargo load line. We obtained (XXX) internal recorders stowed in door end and middle row of consignment (adjust this part to the exact location of the internal temperature recorders).
4,The following is the result of the inspection of cartons randomly selected from the XXX pallets available corresponding to Container No. XXX.
4,The (type of goods: example fresh apples and pears) were noted packed in cardboard cartons and neatly stacked each pallet.
4,Based on our inspection findings and damage assessment schedule we list the following:
4,(COMPLETE WITH A SUMMARY OF YOUR FINDINGS)
4,"(Please inform if there has been any delay, temperature deviation, controlled atmosphere deviation, cargo contamination, origin defects or any other. A detailed explanation on causation must be included as to explain how you reached the conclusion that such was the cause of damage)."
4,"Please complete with the extent of damage. That is to say which and how many of the goods were affected and to what extent, mentioning if any salvage action has been taken care by the consignee."
4,"(When you provide us with your report, we need you to attach the enclosures to such email. The enclosures can be sent on a Zip file. The enclosures must be named according to the detail that is provided below – THIS IS JUST AN INSTRUCTION AND THIS PARAGRAPH MUST BE REMOVED FROM THE REPORT)"
4,"Please check & photograph vent setting, condition of reefer mechanical equipment, set point temperature on container reefer unit, outward condition of container, temperature recording devices and their location in the container where applicable DAT/RAT/RAFT – obtain downloads."
4,All these photographs must be included here or shared on a separate zip file.
4,The pulp temperature of the MANDARIN was checked and recorded as follows:
