count,sentence
11,GLADSTONE AGENCIES LIMITED International Surveyors & Loss Adjusters - ISO {N}:{N} Certified (Offices in INDIA & NEPAL – www.gladstone.co.in) SURVEY REPORT NO.
11,"Ltd, (on behalf of the consignees)."
11,The original seal of the above container was broken for customs examination.
11,stoppers at Port side + {N} nos.
11,metal wire gromet lashing was connected with {N} nos.
11,turnbuckles + {N} nos.
11,"According to the cargo weight, the lifting equipment was found appropriate for loading the subject cargo."
11,"Photos taken during survey: EXTENT OF THE DAMAGE Based on our survey findings, we can conclude that the fresh Apple fruits were found with the following defects: (Photo No."
11,PIL SG {N} and the same was found tallying with the seal no.
11,"{CONTAINER} & cargo: Condition of the cargo Our survey was held on {DATE} at the consignees’ nominated cold storage Supreme Fresh (Fresh Fruit & Dry Fruit Hub), Plot No."
11,"Upon cutting the bruising apples, the pulp was found slightly soft and brownish areas of the apple fruits (Photo No."
11,of packages : {N} {N}) Policy No.
10,{CONTAINER} & Cargo: (Photo No.
10,{N}) Rainfall Period – {N}:{N} hours to {N}:{N} hours on {DATE}.
10,"According to the cargo weight, the lifting equipment found appropriate for loading the subject cargo."
10,single at starboard side).
10,4th cradle from aft direction secured with {N} nos.
10,stoppers were single facing plate.
10,Lashing commenced on {DATE} @ {N}:{N} hrs.
10,"of turnbuckles, {N} nos."
10,"of D-shackles, and {N} nos."
10,{CONTAINER} ({N}’): Container’s RHS door 1st locking bar handle found affixed with original seal no.
10,Straps edges found smashed.
10,{N} mm width) in broken condition found tied along with the container’s hooking point at the base.
10,The average pressure of sound Apples were noted in the range of {N} LBS to {N} LBS.
10,The average pressure of Bruised / shrinkage Apples was noted in the range of {N} LBS to {N} LBS.
9,We are in close contact with the consignees and shall keep you updated of the developments.
9,Actual loss amount will be known once the cargo is sold in discounted rates to the customers.
9,"The goods were packed on {DATE}, {N} days prior to stuffing into the container."
9,LIST OF ENCLOSURES Shipping Documents.
9,{N} to {N}) Issued without prejudice Dated: {DATE}.
9,"In the course of our investigation, CONCLUSION LIST OF ENCLOSURES Shipping Documents."
9,The consignees’ representative Mr.
9,{CONTAINER} ({N}’) (Photo No.
9,Discharging stopped: {N}:{N} hours Hatch closing time: {N}:{N} hours Rain stopped: {N}:{N} hours Hatch opening time: {N}:{N} hours Discharging commenced: {N}:{N} hours Date: {DATE}.
9,The average pressure of sound Apples were noted in the range of {N} LBS to {N} LBS (Photo No.
8,Survey Photographs ({N} to {N}) We are in close contact with the consignees and shall keep you updated of the developments.
8,{CONTAINER} carrying the subject cargo was shifted to nominated Container Freight Station Nhava Sheva for customs formalities and delivery.
8,"Sachin Chavan (Consignees’ Surveyor), Cargo Inspectors & Superintendence Pvt."
8,"On completion of destuffing, the empty container was checked and the inner wall panels were found apparently sound except for some normal wear and tear."
8,Container’s RHS panel no.
8,Inspection of cargo carried out co-jointly with the surveyor’s representing others interests.
8,"Hence, {N} unit’s containing {N} bales were loosely unloaded using rope net."
8,wire ropes = {N} Tons).
8,The stoppers plates welding hot works completed on {DATE} @ {N}:{N} hours.
8,Wire lashings as follows: {N} nos.
8,Plastic tube was inserted into the wire rope contact area of the lifting lugs to avoid scratches/rubbing marks.
8,The above package was parked at the vessel wharf for loading.
8,Loading gear preparation commenced {N}:{N} hrs to {N}:{N} hrs.
8,The ship's crane SWL {N} MT.
8,Ships crane was connected with spreader (SWL {N} MT) using {N} nos.
8,of wire slings @ {N} MT.
8,"Out of {N} stoppers, {N} stoppers with double plate and the remaining {N} nos."
8,There were {N} x {N} plate stoppers and {N} x {N} plate stoppers among the {N} stoppers.
8,of wire rope slings applied on the lifting lugs at forward port side and {N} nos.
8,of wire rope slings applied on the lifting lugs at forward starboard side.
8,The remaining {N} nos.
8,of metal wire grommet lashing was connected with {N} nos.
8,Plastic tubes were inserted into the wire rope contact area of the lifting lugs to avoid scratches or rubbing marks.
8,The above total of {N} lashings were conducted as per the ship's master's requirements.
8,Total gross weight {N} MT.
8,Mohsin produced before us the subject cargo said to have been destuffed from the above mentioned container no.
8,Mohsin produced before us {N} cartons said to have been destuffed from the above mentioned Container No.
8,"(Photo No.{N} & {N}) During our survey, we randomly selected {N} cartons from the available {N} cartons from the different location for our detailed inspection."
8,{N}) Condition found of empty container No.
8,"{N} to {N}) Photos taken during survey: EXTENT OF THE DAMAGE Based on our survey findings, we can conclude that the fresh Apple fruits were found with the following defects: (Photo No."
8,"Upon cutting the bruising apples, the pulp was found slightly soft and brownish areas of the apple fruits."
8,{N} to {N}) : The sound market value at the time of arrival of the cargo (landing date on {DATE}) is still awaited from the consignees.
7,CONCLUSION LIST OF ENCLOSURES Shipping Documents.
7,Date: {DATE}.
7,Container’s manufacturing date {N}.
7,"NEXT STEP ( 下一步行动 ) : As an act to mitigate the loss, we advised the consignees to sell the cargo as soon as possible to avoid further damages to Grapes."
7,Container was discharged from the vessel on {DATE} and cargo was delivered at consignees’ cold storage on {DATE}.
7,Reference of the recorder was made in the transport documents.
7,"Mahesh Chavan from Gladstone Agencies Ltd., (our local correspondent surveyor acting on behalf of Messrs DP Survey Group N.V."
7,"{N} to {N}) Photos taken during survey: EXTENT OF THE DAMAGE Based on our survey findings, we can conclude that the fresh Apple fruits were found with the following defects (Photo No."
7,The container’s door and side wall panels were found in an apparently sound condition except for some normal wear & tear at places.
7,"The pulp temperature of the fruit was checked by means of a digital probe thermometer of the fruit, whereby the following values were recorded (in degrees Celsius)."
7,Found Condition of container No.
7,The original bottle seal no.
7,{N} bales’ outer kraft paper packing at top side was found with shoe marks.
7,The loose cargo {N} bales were separately stored within the warehouse for further repacking process before final delivery.
7,We were informed by the consignees that the loose bales will be bundled (@{N} bales per unit) and thereafter it will be dispatched to their final destination.
7,D-Shackles ({N} tons).
7,stoppers at starboard side).
7,"Mohsin Patel (Quality Control), Dev Bhumi Cold Chains Pvt."
7,"Upon cutting the sound Apple fruits, the pulp was found hard & white (Photo No."
7,"Upon cutting the bruised Apple fruits, the pulp was found partially bruised & brownish in the bruised area (Photo No."
7,{CONTAINER} ({N}’): Container’s RHS door 2nd locking bar handle found affixed with original seal no.
7,Wood dust/particles found on the entire floorboard.
7,Average pressure of the sound apples was noted in the range of {N} LBS to {N} LBS (Photo No.
7,"Upon cutting the sound apples, the pulp was found in hard & white condition (Photo No."
7,"Mohsin Patel attending the survey, produced before us all the {N} boxes ex consignment stored inside the cold room no."
7,The cold room temperature was found maintained in the range of {N}°C.
6,The weight details noted are as follows: Summary Scaled gross wt.
6,Final Survey Report to Follow.
6,{N} to {N}) Issued without prejudice.
6,"Hence, we were contacted and requested for survey."
6,DOCUMENTATION ( 文档 ) : Documentation secured during our initial enquiries / site attendance is attached to this email {N}.
6,Gross weight: {N} kg.
6,Net weight: {N} kg.
6,Condition of Cargo: Marks & Nos noted from the label pasted on the boxes: (Photo No.
6,The required set temperature is mentioned on the Bill of Lading as +{N} °C.
6,Condition of the container No.
6,"Ship’s deck staff: Master, Capt."
6,The cargo was found evenly stowed and stacked.
6,The units visually appeared unmoved in the stow.
6,No internal shifting was observed within the cargo holds.
6,Cranes were certified for {N} MT S.W.L.
6,Shore equipment proposed to discharge the cargo Discharging was planned using ship’s cranes.
6,Ships crane capacity: {N} MT.
6,Minimum {N} bundles to maximum {N} bundles lifted using spreader connected with poly belts.
6,polyester nylon belts (@{N} MT).
6,The crane hooks / spreaders were deviated manually.
6,"While pulling out underneath cargo, the spare kraft paper sheets were placed at the unit contact points area before dragging the unit to avoid bales outer packing getting cut/torn."
6,The stevedores were advised for taking utmost precautions and same was followed.
6,"Photographs taken during discharging: Transportation of the cargo from jetty to the warehouse The transportation of the cargo from the jetty to the warehouse, which was located approximately {N} kms from the wharf, was done by trailers."
6,The drivers were advised to travel in a safe slow speed to avoid cargo damages.
6,No trace of water was noted.
6,The roof was found to be in apparent good condition.
6,The warehouse was found to be basically fit to receive the cargo.
6,The cargo discharged from the vessel would be placed onto tarpaulin sheets to avoid direct contact with the warehouse floors dust.
6,"Cargo handling at the warehouse The cargo was handled as per customary practice, using appropriate and customary equipment."
6,The cargo was found evenly stacked on the trailers.
6,"As a precautionary measure, the formed stacks were covered with tarpaulins."
6,The warehouse floor was spread with black tarpaulin.
6,"A few bundles were noted with kraft paper cover found in torn, cut, and pressed condition."
6,"However, no damage to the contents was observed."
6,The cargo was observed to be in bright white colour.
6,Lifting Gears used with {N} nos.
6,Surface of all Plates covered with Dust.
6,{N} (lower hold at middle) with foot print area protected with wooden planks underneath the {N} nos.
6,Loading completed @ {N}:{N} hours on {DATE}.
6,The subject vessel M.V.
6,Gross weight : {N} kgs.
6,Cargo was found placed onto the rubber mats / wooden planks on the trailer beds and secured with {N} x chain lashings.
6,of D-shackles were affixed with the spreader.
6,Loading package commenced @ {N}:{N} hours on {DATE}.
6,Stoppers welding works and the lashing works commenced @ {N}:{N} hours.
6,single at Starboard side).
6,The above total {N} lashing were conducted as per the ships Master requirements.
6,Stopper Plates (80x80x12 mm) were applied as follow: 1st cradle from aft direction secured with {N} nos.
6,"Stopper Plates ({N} plates of stoppers with each plate of 300x200x14 mm, and {N} plates of stoppers with bottom plate is 300x200x14 mm and top facing welded plate is 150x150x14) were applied as follows: 1st cradle from aft direction secured with {N} nos."
6,{N} plates stoppers at rear side and {N} nos.
6,5th cradle from aft direction secured with {N} nos.
6,{N} plates stopper at rear side and {N} nos2 plates stopper at Port side + {N} nos.
6,The package was found placed on {N} nos.
6,Each cradle was fastened with {N} nos.
6,of D-Shackles and {N} nos.
6,The wire ends were affixed with wire clips.
6,The package was found secured with {N} nos.
6,of chain lashing in the aft direction and {N} nos.
